Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.twoside	8_yrs	2594	27	0.375337025288273	1	ENSG00000164031:ENSG00000138074:ENSG00000134910:ENSG00000106853:ENSG00000119772:ENSG00000114302:ENSG00000188322:ENSG00000157106:ENSG00000112685:ENSG00000183354:ENSG00000075461:ENSG00000149187:ENSG00000114861:ENSG00000177548:ENSG00000134769:ENSG00000165092:ENSG00000008300:ENSG00000110367:ENSG00000188536:ENSG00000196502:ENSG00000106261:ENSG00000083123:ENSG00000148826:ENSG00000186812:ENSG00000166816:ENSG00000137338:ENSG00000244115
DEG.twoside	11_yrs	1698	15	0.683678868355019	1	ENSG00000164031:ENSG00000165458:ENSG00000138074:ENSG00000119772:ENSG00000114302:ENSG00000110422:ENSG00000075461:ENSG00000100726:ENSG00000115129:ENSG00000145819:ENSG00000177548:ENSG00000118777:ENSG00000188536:ENSG00000177352:ENSG00000158528
DEG.twoside	13_yrs	2395	28	0.168921880264222	1	ENSG00000197894:ENSG00000076555:ENSG00000117448:ENSG00000119711:ENSG00000119772:ENSG00000104064:ENSG00000114302:ENSG00000154930:ENSG00000124562:ENSG00000132964:ENSG00000134769:ENSG00000173258:ENSG00000127337:ENSG00000165092:ENSG00000078269:ENSG00000188536:ENSG00000107104:ENSG00000141627:ENSG00000131791:ENSG00000196502:ENSG00000130988:ENSG00000147576:ENSG00000146005:ENSG00000009950:ENSG00000118507:ENSG00000166816:ENSG00000008394:ENSG00000167702
DEG.twoside	15_yrs	228	3	0.380236810717732	1	ENSG00000106853:ENSG00000155886:ENSG00000115129
DEG.twoside	18_yrs	3609	46	0.0269770398953498	0.782334156965145	ENSG00000155100:ENSG00000170921:ENSG00000165458:ENSG00000197157:ENSG00000076555:ENSG00000134910:ENSG00000106853:ENSG00000117448:ENSG00000119711:ENSG00000119772:ENSG00000104064:ENSG00000114302:ENSG00000154930:ENSG00000188322:ENSG00000157106:ENSG00000112685:ENSG00000123607:ENSG00000075461:ENSG00000149187:ENSG00000132964:ENSG00000198055:ENSG00000169057:ENSG00000114861:ENSG00000134769:ENSG00000127337:ENSG00000165092:ENSG00000008300:ENSG00000118777:ENSG00000110367:ENSG00000050438:ENSG00000188536:ENSG00000107104:ENSG00000173276:ENSG00000088387:ENSG00000141627:ENSG00000131791:ENSG00000106261:ENSG00000130988:ENSG00000147576:ENSG00000148826:ENSG00000118507:ENSG00000166816:ENSG00000137338:ENSG00000103489:ENSG00000158528:ENSG00000008394
DEG.twoside	19_yrs	2489	14	0.993281692677633	1	ENSG00000160716:ENSG00000119772:ENSG00000155886:ENSG00000132964:ENSG00000145819:ENSG00000127337:ENSG00000078269:ENSG00000188536:ENSG00000196502:ENSG00000009950:ENSG00000118298:ENSG00000118507:ENSG00000166816:ENSG00000167702
DEG.twoside	21_yrs	2830	21	0.928160421603773	1	ENSG00000138593:ENSG00000164031:ENSG00000117448:ENSG00000119772:ENSG00000140474:ENSG00000124562:ENSG00000110422:ENSG00000155886:ENSG00000145819:ENSG00000173258:ENSG00000102908:ENSG00000050438:ENSG00000078269:ENSG00000188536:ENSG00000196502:ENSG00000133687:ENSG00000148826:ENSG00000118507:ENSG00000177352:ENSG00000158528:ENSG00000040199
DEG.twoside	23_yrs	2253	27	0.143617384653048	1	ENSG00000138593:ENSG00000076555:ENSG00000117448:ENSG00000119711:ENSG00000119772:ENSG00000154930:ENSG00000155886:ENSG00000132964:ENSG00000115129:ENSG00000134769:ENSG00000173258:ENSG00000165092:ENSG00000008300:ENSG00000118777:ENSG00000078269:ENSG00000188536:ENSG00000107104:ENSG00000196502:ENSG00000130988:ENSG00000147576:ENSG00000146005:ENSG00000148826:ENSG00000118298:ENSG00000118507:ENSG00000166816:ENSG00000137338:ENSG00000008394
DEG.twoside	30_yrs	3647	35	0.554192869867228	1	ENSG00000115145:ENSG00000155100:ENSG00000171862:ENSG00000178053:ENSG00000197894:ENSG00000160716:ENSG00000125967:ENSG00000138074:ENSG00000196911:ENSG00000103174:ENSG00000119772:ENSG00000092969:ENSG00000114302:ENSG00000140474:ENSG00000139684:ENSG00000155886:ENSG00000130649:ENSG00000149187:ENSG00000168300:ENSG00000132964:ENSG00000155666:ENSG00000127337:ENSG00000110367:ENSG00000078269:ENSG00000188536:ENSG00000173276:ENSG00000196502:ENSG00000106261:ENSG00000116353:ENSG00000148826:ENSG00000009950:ENSG00000118507:ENSG00000166816:ENSG00000137338:ENSG00000167702
DEG.twoside	36_yrs	2461	17	0.952084498367743	1	ENSG00000117448:ENSG00000119772:ENSG00000104064:ENSG00000188322:ENSG00000155886:ENSG00000130649:ENSG00000132964:ENSG00000145819:ENSG00000102908:ENSG00000127337:ENSG00000184254:ENSG00000078269:ENSG00000009950:ENSG00000118507:ENSG00000177352:ENSG00000040199:ENSG00000238083
DEG.twoside	37_yrs	1988	12	0.975711971309773	1	ENSG00000139436:ENSG00000119772:ENSG00000145819:ENSG00000134769:ENSG00000184254:ENSG00000078269:ENSG00000196502:ENSG00000130988:ENSG00000009950:ENSG00000118298:ENSG00000118507:ENSG00000040199
DEG.twoside	40_yrs	1880	16	0.742992578184366	1	ENSG00000130147:ENSG00000134910:ENSG00000122729:ENSG00000119772:ENSG00000092969:ENSG00000114302:ENSG00000188322:ENSG00000149187:ENSG00000132964:ENSG00000008300:ENSG00000184254:ENSG00000196502:ENSG00000148826:ENSG00000009950:ENSG00000118507:ENSG00000167702
